0, 51051.277, 22074.451
1, 51051.277, 22074.451
2, 51000.941, 22060.456
3, 51000.994, 22060.473
4, 51000.940, 22060.452
5, 50976.525, 22049.199
6, 50940.044, 22039.351
7, 50940.030, 22039.351
8, 51057.612, 22077.975
9, 50947.510, 22041.988
10, 50940.057, 22039.362
11, 50940.030, 22039.351
12, 50921.322, 22032.218
13, 50921.510, 22032.308
14, 50925.796, 22034.837
15, 50920.468, 22032.155
16, 50920.468, 22032.155
17, 50916.587, 22030.101
18, 50660.268, 21912.222
19, 50660.267, 21912.222
20, 50660.313, 21912.224
21, 50651.537, 21906.771
22, 50769.934, 21944.632
23, 50379.321, 21808.215
24, 50379.321, 21808.215
25, 50379.367, 21808.234
26, 50214.911, 21744.914
27, 50241.924, 21759.623
28, 50214.928, 21744.915
29, 50215.009, 21744.955
30, 49908.879, 21617.134
31, 49908.879, 21617.134
32, 49905.953, 21615.907
33, 49905.953, 21615.907
34, 49983.011, 21648.013
35, 49949.945, 21639.898
36, 49959.717, 21637.339
37, 49912.216, 21618.672
38, 49905.948, 21615.904
39, 49905.948, 21615.904
40, 49910.178, 21619.728
41, 50140.181, 21708.475
42, 49905.948, 21615.904
43, 49975.853, 21639.308
44, 49996.794, 21629.818
45, 50538.359, 21910.912
46, 49834.377, 21589.051
47, 49942.864, 21634.711
48, 49834.377, 21589.051
49, 49831.421, 21588.220
50, 49889.669, 21605.874
51, 49831.421, 21588.220
52, 50213.842, 21769.046
53, 49831.421, 21588.220
54, 49831.421, 21588.220
55, 49831.421, 21588.220
56, 49888.308, 21614.627
57, 49831.380, 21588.220
58, 49825.368, 21583.935
59, 49816.731, 21580.164
60, 49813.418, 21579.679
61, 49801.469, 21576.202
62, 49919.461, 21637.546
63, 49707.366, 21539.835
64, 49697.691, 21535.005
65, 49661.149, 21509.520
66, 49624.784, 21493.190
67, 49605.867, 21482.841
68, 49664.945, 21509.145
69, 49605.923, 21482.861
70, 49605.867, 21482.841
71, 49461.953, 21408.723
72, 49423.783, 21393.421
73, 49416.163, 21388.633
74, 49351.330, 21356.666
75, 49390.872, 21376.207
76, 49352.272, 21357.313
77, 49360.235, 21361.186
78, 49305.085, 21336.845
79, 49387.968, 21370.001
80, 49321.668, 21345.118
81, 49311.426, 21338.973
82, 49305.577, 21336.922
83, 49452.433, 21396.826
84, 49228.293, 21294.112
85, 49214.688, 21288.958
86, 49287.707, 21327.786
87, 49183.028, 21274.465
88, 49183.028, 21274.465
89, 49183.214, 21274.465
90, 48875.559, 21139.722
91, 48828.111, 21118.951
92, 48595.650, 21021.334
93, 48595.650, 21021.334
94, 48598.520, 21022.184
95, 48595.655, 21021.334
96, 49085.724, 21256.205
97, 48615.259, 21030.130
98, 48594.906, 21021.043
99, 48507.536, 20971.296
100, 48461.176, 20948.984
101, 48461.176, 20948.984
102, 48461.176, 20948.984
103, 48461.173, 20948.984
104, 48461.173, 20948.984
105, 48460.860, 20948.944
106, 48399.953, 20924.810
107, 48417.107, 20933.776
108, 48392.537, 20921.446
109, 48459.689, 20957.271
110, 48392.537, 20921.446
111, 48301.281, 20866.190
112, 48301.201, 20866.152
113, 48302.934, 20866.578
114, 48314.123, 20871.883
115, 48301.158, 20866.152
116, 48244.291, 20841.098
117, 48244.336, 20841.118
118, 48196.922, 20818.357
119, 48210.933, 20825.487
120, 48196.956, 20818.370
121, 48216.306, 20828.265
122, 48196.919, 20818.356
123, 48237.214, 20834.364
124, 48200.692, 20822.192
125, 48196.831, 20818.356
126, 48196.534, 20818.231
127, 48238.031, 20835.179
128, 48605.811, 21007.864
129, 48265.671, 20841.199
130, 48196.522, 20818.226
131, 48196.522, 20818.226
132, 48553.195, 21006.384
133, 48196.522, 20818.226
134, 48201.093, 20820.547
135, 48369.311, 20876.043
136, 48215.426, 20827.900
137, 48172.691, 20806.432
138, 48172.407, 20806.301
139, 48172.407, 20806.301
140, 48172.576, 20806.372
141, 48161.512, 20801.596
142, 48161.523, 20801.603
143, 48161.512, 20801.596
144, 48233.864, 20833.408
145, 48185.498, 20816.260
146, 48188.313, 20813.560
147, 48382.343, 20903.680
148, 48161.512, 20801.596
149, 48161.498, 20801.591
150, 48161.498, 20801.591
151, 48161.482, 20801.583
152, 48161.482, 20801.583
153, 48161.289, 20801.528
154, 48795.178, 21059.200
155, 48134.875, 20783.090
156, 48030.479, 20740.007
157, 48213.949, 20810.062
158, 48030.479, 20740.007
159, 48281.083, 20837.549
160, 48030.674, 20740.007
161, 48223.132, 20815.074
162, 48296.691, 20844.530
163, 48015.573, 20732.216
164, 48015.573, 20732.216
165, 48016.115, 20732.366
166, 48001.036, 20726.349
167, 48001.036, 20726.349
168, 48001.163, 20726.443
169, 48002.235, 20726.456
170, 48001.011, 20726.266
171, 48000.805, 20726.266
172, 48000.198, 20726.022
173, 47999.922, 20725.934
174, 47997.994, 20724.804
175, 47998.681, 20724.960
176, 47997.994, 20724.804
177, 47994.308, 20723.139
178, 47994.308, 20723.139
179, 47984.971, 20719.267
180, 47984.904, 20719.265
181, 47985.829, 20719.388
182, 47939.667, 20698.003
183, 47522.468, 20527.652
184, 47384.603, 20465.159
185, 47387.238, 20466.118
186, 47384.603, 20465.159
187, 47296.512, 20432.535
188, 47296.670, 20432.753
189, 47292.209, 20429.692
190, 47247.379, 20412.481
191, 47295.051, 20432.670
192, 47221.580, 20400.787
193, 47221.587, 20400.787
194, 47221.613, 20400.787
195, 47221.580, 20400.787
196, 47180.558, 20377.526
197, 47180.631, 20377.528
198, 47180.558, 20377.526
199, 47063.068, 20328.276
200, 47042.923, 20318.838
201, 47056.071, 20324.858
202, 47042.994, 20318.841
203, 47044.026, 20318.905
204, 47058.679, 20329.151
205, 47042.923, 20318.838
206, 47042.889, 20318.808
207, 47042.889, 20318.808
208, 47071.710, 20329.583
209, 47042.873, 20318.807
210, 47061.795, 20324.136
211, 47189.904, 20378.534
212, 47042.993, 20318.836
213, 47044.883, 20319.877
214, 47053.454, 20324.030
215, 47665.625, 20604.777
216, 46952.319, 20280.655
217, 46979.496, 20291.065
218, 46688.844, 20138.448
219, 46786.124, 20181.407
220, 46694.186, 20140.683
221, 46648.908, 20119.928
222, 46648.908, 20119.927
223, 46648.908, 20119.927
224, 46694.159, 20137.438
225, 46648.908, 20119.927
226, 46663.472, 20126.200
227, 46379.845, 19984.969
228, 46380.446, 19985.044
229, 46379.798, 19984.968
230, 46380.092, 19985.039
231, 46376.385, 19983.748
232, 46296.340, 19949.482
233, 46296.340, 19949.521
234, 46316.216, 19957.190
235, 46180.752, 19914.119
236, 46180.753, 19914.119
237, 46245.175, 19944.732
238, 46180.752, 19914.119
239, 46180.925, 19914.267
240, 46180.752, 19914.119
241, 46258.295, 19943.220
242, 46205.862, 19931.108
243, 46183.477, 19915.448
244, 46178.655, 19913.609
245, 46178.697, 19913.611
246, 46171.125, 19909.773
247, 46174.074, 19910.877
248, 46171.125, 19909.773
249, 46279.077, 19958.357
250, 46171.235, 19909.815
251, 46177.580, 19914.544
252, 46130.524, 19898.107
253, 46130.593, 19898.109
254, 46285.872, 19966.405
255, 46131.160, 19898.133
256, 46130.828, 19898.129
257, 46130.524, 19898.107
258, 46130.601, 19898.108
259, 46131.315, 19898.327
260, 46038.943, 19867.775
261, 45773.015, 19759.394
262, 45770.405, 19758.848
263, 45767.255, 19757.697
264, 45979.037, 19849.671
265, 45730.938, 19744.410
266, 45759.999, 19756.502
267, 45730.960, 19744.411
268, 45730.938, 19744.410
269, 45731.428, 19744.462
270, 45730.938, 19744.410
271, 45734.121, 19745.891
272, 45730.938, 19744.410
273, 45749.797, 19751.354
274, 45547.747, 19681.425
275, 45498.498, 19665.527
276, 45545.025, 19683.668
277, 45474.120, 19655.458
278, 45474.120, 19655.458
279, 45474.176, 19655.458
280, 45474.120, 19655.458
281, 45474.120, 19655.458
282, 45474.551, 19655.511
283, 45476.567, 19656.669
284, 45507.939, 19666.814
285, 45474.247, 19655.577
286, 45471.215, 19652.698
287, 45471.215, 19652.698
288, 45471.184, 19652.691
289, 45471.262, 19652.707
290, 45471.213, 19652.701
291, 45471.253, 19652.702
292, 45374.417, 19611.815
293, 45374.404, 19611.662
294, 45369.006, 19608.747
295, 45370.476, 19609.323
296, 45367.310, 19608.102
297, 45274.430, 19581.520
298, 45274.430, 19581.520
299, 45264.600, 19576.756
300, 45264.592, 19576.744
301, 45276.100, 19583.518
302, 45265.289, 19576.903
303, 45258.261, 19574.691
304, 44999.977, 19447.237
305, 45011.794, 19452.569
306, 44999.975, 19447.229
307, 44929.947, 19412.724
308, 44931.842, 19413.979
309, 44930.249, 19412.725
310, 44871.590, 19389.813
311, 44800.161, 19357.878
312, 44794.280, 19354.284
313, 44823.008, 19365.958
314, 44794.295, 19354.285
315, 44794.273, 19354.284
316, 44795.588, 19354.888
317, 44794.273, 19354.284
318, 44811.329, 19359.352
319, 44738.041, 19331.403
320, 44738.041, 19331.403
321, 44738.041, 19331.403
322, 44738.100, 19331.430
323, 44770.094, 19345.036
324, 44747.019, 19333.627
325, 44738.041, 19331.403
326, 44807.053, 19359.600
327, 44738.041, 19331.403
328, 44738.041, 19331.403
329, 44738.041, 19331.403
330, 44737.079, 19330.255
331, 44739.334, 19331.174
332, 44736.959, 19329.306
333, 44767.869, 19340.722
334, 44736.987, 19329.308
335, 44749.423, 19335.106
336, 44736.959, 19329.306
337, 44730.455, 19324.813
338, 44720.643, 19322.018
339, 44720.597, 19322.009
340, 44658.363, 19284.633
341, 44271.463, 19107.715
342, 44424.265, 19174.976
343, 44425.312, 19161.951
344, 44271.463, 19107.715
345, 44271.463, 19107.715
346, 44270.864, 19107.441
347, 44270.864, 19107.441
348, 44270.860, 19107.434
349, 44270.860, 19107.434
350, 44270.573, 19107.429
351, 44267.670, 19107.271
352, 44206.902, 19085.948
353, 44212.775, 19091.059
354, 44206.906, 19085.948
355, 44206.902, 19085.948
356, 44206.902, 19085.948
357, 44206.902, 19085.948
358, 44206.809, 19085.946
359, 44204.447, 19085.609
360, 44201.088, 19084.216
361, 44199.802, 19084.190
362, 44199.799, 19084.176
363, 44393.079, 19156.783
364, 44198.948, 19084.176
365, 44198.948, 19084.176
366, 44217.881, 19089.542
367, 44207.997, 19086.258
368, 44198.052, 19083.041
369, 44198.054, 19083.110
370, 44198.052, 19083.041
371, 44197.915, 19083.039
372, 44197.911, 19083.039
373, 44197.911, 19083.039
374, 44197.911, 19083.039
375, 44013.358, 19001.613
376, 44013.358, 19001.613
377, 44013.355, 19001.613
378, 43998.778, 18994.680
379, 43998.779, 18994.684
380, 43909.702, 18958.494
381, 43960.717, 18980.721
382, 43958.662, 18976.257
383, 43815.156, 18909.510
384, 43815.154, 18909.496
385, 43815.154, 18909.496
386, 43815.154, 18909.496
387, 43815.154, 18909.496
388, 43815.154, 18909.496
389, 43815.140, 18909.496
390, 43818.048, 18910.369
391, 43814.551, 18908.899
392, 43814.551, 18908.900
393, 43852.526, 18926.371
394, 43812.246, 18906.995
395, 43016.225, 18555.093
396, 43003.858, 18549.559
397, 43003.858, 18549.559
398, 43003.858, 18549.559
399, 43003.973, 18549.993
400, 43003.856, 18549.559
401, 43016.657, 18555.717
402, 42979.187, 18539.200
403, 42974.136, 18536.772
404, 42974.136, 18536.772
405, 42975.780, 18537.444
406, 42974.136, 18536.772
407, 42974.136, 18536.772
408, 42881.721, 18491.399
409, 42882.069, 18491.555
410, 42881.721, 18491.399
411, 42881.721, 18491.399
412, 42865.727, 18484.419
413, 42865.727, 18484.419
414, 42865.727, 18484.419
415, 42863.600, 18483.952
416, 42863.749, 18484.166
417, 42866.425, 18485.218
418, 42863.068, 18483.917
419, 42871.328, 18488.637
420, 42863.068, 18483.917
421, 42875.021, 18490.112
422, 42865.307, 18486.258
423, 42842.496, 18472.151
424, 42847.937, 18474.553
425, 42808.789, 18451.767
426, 42813.137, 18455.808
427, 42809.230, 18452.164
428, 42808.794, 18451.781
429, 42814.386, 18454.698
430, 42808.789, 18451.767
431, 42808.789, 18451.767
432, 42808.791, 18451.769
433, 42808.833, 18451.931
434, 42808.789, 18451.767
435, 42812.405, 18454.004
436, 42808.837, 18451.941
437, 42808.916, 18451.849
438, 42911.152, 18491.500
439, 42808.238, 18451.336
440, 42806.106, 18450.114
441, 42806.106, 18450.114
442, 42806.106, 18450.114
443, 42842.163, 18466.651
444, 42801.833, 18447.532
445, 43602.804, 18789.613
446, 42801.833, 18447.532
447, 42801.825, 18447.529
448, 42800.969, 18446.787
449, 42800.969, 18446.787
450, 42800.969, 18446.787
451, 42802.056, 18447.546
452, 42800.969, 18446.787
453, 42800.961, 18446.787
454, 42792.811, 18442.866
455, 42861.711, 18469.188
456, 42792.811, 18442.866
457, 42958.344, 18511.124
458, 42792.463, 18442.619
459, 42792.463, 18442.619
460, 42788.084, 18440.954
461, 42787.736, 18440.854
462, 42790.297, 18442.674
463, 42787.755, 18440.878
464, 42787.750, 18440.872
465, 42786.564, 18440.460
466, 42803.994, 18450.486
467, 42786.564, 18440.460
468, 42751.531, 18426.812
469, 42751.848, 18427.224
470, 42751.531, 18426.812
471, 42751.531, 18426.812
472, 42721.188, 18413.208
473, 42718.990, 18411.371
474, 42705.671, 18407.130
475, 42705.671, 18407.130
476, 42712.247, 18410.837
477, 42705.671, 18407.130
478, 42705.671, 18407.130
479, 42705.671, 18407.130
480, 42694.563, 18403.036
481, 42695.463, 18403.134
482, 42692.496, 18401.217
483, 42692.496, 18401.217
484, 42689.759, 18400.685
485, 42687.493, 18399.083
486, 42687.493, 18399.083
487, 42687.493, 18399.077
488, 42687.462, 18399.062
489, 42689.858, 18399.420
490, 42690.459, 18400.182
491, 42687.462, 18399.062
492, 42689.764, 18399.627
493, 42687.342, 18398.760
494, 42691.330, 18400.093
495, 42687.342, 18398.760
496, 42687.342, 18398.760
497, 42687.015, 18398.512
498, 42766.379, 18427.606
499, 42687.426, 18398.914
500, 42687.015, 18398.512
501, 42604.815, 18360.048
502, 42604.815, 18360.048
503, 42602.010, 18359.066
504, 42634.114, 18372.042
505, 42602.740, 18359.066
506, 42601.214, 18358.696
507, 42601.154, 18358.693
508, 42614.651, 18362.930
509, 42601.884, 18358.527
510, 42601.154, 18358.693
511, 42601.154, 18358.693
512, 42601.154, 18358.693
513, 42605.587, 18362.136
514, 42557.291, 18345.933
515, 42581.548, 18356.613
516, 42556.617, 18345.638
517, 42556.776, 18345.809
518, 42556.617, 18345.638
519, 42560.529, 18346.953
520, 42564.607, 18355.346
521, 42556.617, 18345.638
522, 42551.500, 18344.485
523, 42551.500, 18344.485
524, 42551.479, 18344.605
525, 42551.333, 18344.556
526, 42551.333, 18344.556
527, 42556.878, 18345.731
528, 42551.123, 18344.505
529, 42550.371, 18343.861
530, 42550.329, 18343.564
531, 42550.299, 18343.541
