0, 48068.526, 20684.284, 200, 25, 100
1, 47057.084, 20315.081, 200, 25, 100
2, 45819.808, 19645.648, 200, 25, 100
3, 44657.358, 19171.290, 200, 25, 100
4, 45551.608, 19594.373, 200, 25, 100
5, 46206.399, 19890.313, 200, 25, 100
6, 45550.668, 19597.106, 200, 25, 100
7, 48898.623, 21020.212, 200, 25, 100
8, 47159.964, 20321.796, 200, 25, 100
9, 50276.934, 21540.640, 200, 25, 100
10, 47880.352, 20559.100, 200, 25, 100
11, 46545.570, 19971.981, 200, 25, 100
12, 44773.948, 19197.176, 200, 25, 100
13, 50186.235, 21566.840, 200, 25, 100
14, 50331.936, 21657.950, 200, 25, 100
15, 47159.359, 20274.661, 200, 25, 100
16, 46761.543, 20125.455, 200, 25, 100
17, 46062.071, 19902.650, 200, 25, 100
18, 45140.669, 19359.748, 200, 25, 100
19, 46920.947, 20178.305, 200, 25, 100
20, 47674.022, 20562.343, 200, 25, 100
21, 47674.022, 20562.343, 200, 25, 100
22, 43264.125, 18555.277, 200, 25, 100
23, 45544.998, 19591.588, 200, 25, 100
24, 46138.029, 19866.737, 200, 25, 100
25, 46344.217, 19983.423, 200, 25, 100
26, 46058.574, 19839.813, 200, 25, 100
27, 49517.718, 21322.854, 200, 25, 100
28, 45420.752, 19556.598, 200, 25, 100
29, 45139.301, 19430.028, 200, 25, 100
30, 43890.852, 18830.623, 200, 25, 100
31, 48240.888, 20695.244, 200, 25, 100
32, 44614.424, 19126.792, 200, 25, 100
33, 46337.656, 19894.851, 200, 25, 100
34, 43844.740, 18936.618, 200, 25, 100
35, 42975.621, 18493.445, 200, 25, 100
36, 44321.610, 19085.441, 200, 25, 100
37, 45583.386, 19607.875, 200, 25, 100
38, 42299.512, 18216.889, 200, 25, 100
39, 44688.559, 19160.903, 200, 25, 100
40, 46531.898, 20051.749, 200, 25, 100
41, 47653.670, 20586.071, 200, 25, 100
42, 44852.428, 19352.327, 200, 25, 100
43, 44134.042, 18898.429, 200, 25, 100
44, 45344.945, 19552.833, 200, 25, 100
45, 43912.332, 18851.878, 200, 25, 100
46, 44368.968, 19095.949, 200, 25, 100
47, 47686.884, 20599.485, 200, 25, 100
48, 44938.790, 19377.125, 200, 25, 100
49, 44200.799, 18915.381, 200, 25, 100
50, 44530.538, 19206.554, 200, 25, 100
51, 47853.784, 20674.200, 200, 25, 100
52, 44340.293, 19054.588, 200, 25, 100
53, 48784.869, 20928.461, 200, 25, 100
54, 45903.742, 19806.835, 200, 25, 100
55, 43201.051, 18545.144, 200, 25, 100
56, 46244.793, 19932.658, 200, 25, 100
57, 42211.286, 18218.866, 200, 25, 100
58, 46879.926, 20174.877, 200, 25, 100
59, 47366.904, 20414.033, 200, 25, 100
60, 45582.894, 19560.395, 200, 25, 100
61, 46860.768, 20131.578, 200, 25, 100
62, 46624.987, 19962.347, 200, 25, 100
63, 45337.471, 19512.511, 200, 25, 100
64, 45536.643, 19549.517, 200, 25, 100
65, 47297.847, 20361.309, 200, 25, 100
66, 43491.280, 18728.616, 200, 25, 100
67, 44500.099, 19066.471, 200, 25, 100
68, 42414.474, 18180.008, 200, 25, 100
69, 45310.186, 19499.701, 200, 25, 100
70, 42593.660, 18306.010, 200, 25, 100
71, 47787.758, 20546.753, 200, 25, 100
72, 42548.580, 18224.690, 200, 25, 100
73, 42510.333, 18310.345, 200, 25, 100
74, 42315.674, 18150.134, 200, 25, 100
75, 41457.220, 17840.737, 200, 25, 100
76, 43340.813, 18644.416, 200, 25, 100
77, 47107.662, 20222.377, 200, 25, 100
78, 41995.241, 18057.616, 200, 25, 100
79, 43016.027, 18477.145, 200, 25, 100
80, 41996.683, 18042.897, 200, 25, 100
81, 42609.059, 18332.953, 200, 25, 100
82, 43923.371, 18887.152, 200, 25, 100
83, 43607.519, 18745.402, 200, 25, 100
84, 41972.108, 18070.857, 200, 25, 100
85, 42944.570, 18458.453, 200, 25, 100
86, 45173.728, 19444.036, 200, 25, 100
87, 42084.634, 18077.332, 200, 25, 100
88, 43101.101, 18483.786, 200, 25, 100
89, 41664.020, 17922.822, 200, 25, 100
90, 42976.122, 18456.367, 200, 25, 100
91, 42562.491, 18329.027, 200, 25, 100
92, 42256.777, 18214.142, 200, 25, 100
93, 41695.148, 17915.146, 200, 25, 100
94, 42755.558, 18424.970, 200, 25, 100
95, 42083.224, 18090.605, 200, 25, 100
96, 41974.074, 17992.735, 200, 25, 100
97, 42404.908, 18209.516, 200, 25, 100
98, 41212.344, 17697.244, 200, 25, 100
99, 43754.151, 18840.275, 200, 25, 100
100, 42640.024, 18348.510, 200, 25, 100
101, 47170.337, 20249.287, 200, 25, 100
102, 42999.601, 18452.834, 200, 25, 100
103, 43328.065, 18663.131, 200, 25, 100
104, 45781.121, 19637.378, 200, 25, 100
105, 42879.846, 18481.817, 200, 25, 100
106, 47583.594, 20413.014, 200, 25, 100
107, 44588.363, 19124.615, 200, 25, 100
108, 43426.212, 18618.833, 200, 25, 100
109, 43439.924, 18632.876, 200, 25, 100
110, 43891.424, 18819.819, 200, 25, 100
111, 45896.028, 19667.688, 200, 25, 100
112, 43046.789, 18540.722, 200, 25, 100
113, 44164.565, 18930.212, 200, 25, 100
114, 43306.813, 18575.650, 200, 25, 100
115, 42563.067, 18369.059, 200, 25, 100
116, 42486.675, 18264.801, 200, 25, 100
117, 44271.661, 19045.943, 200, 25, 100
118, 42574.932, 18300.777, 200, 25, 100
119, 41924.222, 18045.126, 200, 25, 100
120, 41921.631, 18045.028, 200, 25, 100
121, 42134.143, 18118.212, 200, 25, 100
122, 43857.874, 18839.526, 200, 25, 100
123, 42090.683, 18073.638, 200, 25, 100
124, 42597.910, 18291.349, 200, 25, 100
125, 43887.638, 18757.202, 200, 25, 100
126, 41930.412, 18019.104, 200, 25, 100
127, 42507.430, 18245.875, 200, 25, 100
128, 42355.753, 18243.721, 200, 25, 100
129, 43932.804, 18872.178, 200, 25, 100
130, 41390.953, 17784.683, 200, 25, 100
131, 43044.415, 18411.272, 200, 25, 100
132, 41712.485, 17907.236, 200, 25, 100
133, 42850.670, 18357.274, 200, 25, 100
134, 42826.819, 18345.164, 200, 25, 100
135, 42367.085, 18183.264, 200, 25, 100
136, 42749.753, 18394.350, 200, 25, 100
137, 42385.585, 18213.648, 200, 25, 100
138, 41664.785, 17941.010, 200, 25, 100
139, 44435.332, 19008.806, 200, 25, 100
140, 42783.242, 18386.901, 200, 25, 100
141, 42921.195, 18444.728, 200, 25, 100
142, 43026.844, 18405.177, 200, 25, 100
143, 49700.692, 21365.547, 200, 25, 100
144, 41618.812, 17898.059, 200, 25, 100
145, 43270.962, 18604.120, 200, 25, 100
146, 42291.347, 18206.498, 200, 25, 100
147, 42854.075, 18338.380, 200, 25, 100
148, 42527.364, 18201.904, 200, 25, 100
149, 44586.385, 19120.798, 200, 25, 100
150, 42739.416, 18342.312, 200, 25, 100
151, 42503.983, 18194.463, 200, 25, 100
152, 43951.163, 18776.906, 200, 25, 100
153, 41302.677, 17741.916, 200, 25, 100
154, 43175.233, 18566.559, 200, 25, 100
155, 43290.153, 18611.807, 200, 25, 100
156, 43441.103, 18667.881, 200, 25, 100
157, 43751.223, 18851.558, 200, 25, 100
158, 42371.337, 18163.217, 200, 25, 100
159, 41329.641, 17746.666, 200, 25, 100
160, 41633.298, 17890.142, 200, 25, 100
161, 42016.931, 18055.578, 200, 25, 100
162, 42373.330, 18235.691, 200, 25, 100
163, 41664.460, 17864.912, 200, 25, 100
164, 44698.312, 19191.688, 200, 25, 100
165, 43499.909, 18682.568, 200, 25, 100
166, 44604.961, 19214.677, 200, 25, 100
167, 42944.141, 18449.226, 200, 25, 100
168, 42393.927, 18236.329, 200, 25, 100
169, 41526.337, 17871.201, 200, 25, 100
170, 41989.693, 18031.166, 200, 25, 100
