0, 47694.765, 20452.460, 1000000.0, 0.5
1, 47916.203, 20549.882, 1000000.0, 0.5
2, 47880.404, 20537.731, 1000000.0, 0.5
3, 47951.372, 20559.829, 1000000.0, 0.5
4, 47955.818, 20561.592, 1000000.0, 0.5
5, 47978.619, 20572.530, 1000000.0, 0.5
6, 48035.902, 20593.456, 1000000.0, 0.5
7, 47786.145, 20487.414, 1000000.0, 0.5
8, 47807.716, 20496.806, 1000000.0, 0.5
9, 47807.716, 20496.806, 1000000.0, 0.5
10, 48242.425, 20687.547, 1000000.0, 0.5
11, 48373.445, 20753.965, 1000000.0, 0.5
12, 48373.349, 20753.965, 1000000.0, 0.5
13, 48423.199, 20774.871, 1000000.0, 0.5
14, 48429.772, 20777.475, 1000000.0, 0.5
15, 48429.772, 20777.475, 1000000.0, 0.5
16, 48431.192, 20779.617, 1000000.0, 0.5
17, 48431.192, 20779.617, 1000000.0, 0.5
18, 48432.505, 20779.626, 1000000.0, 0.5
19, 48432.474, 20779.626, 1000000.0, 0.5
20, 48433.128, 20779.881, 1000000.0, 0.5
21, 48433.462, 20779.923, 1000000.0, 0.5
22, 48433.052, 20779.923, 1000000.0, 0.5
23, 48462.055, 20797.430, 1000000.0, 0.5
24, 48785.162, 20921.155, 1000000.0, 0.5
25, 48785.151, 20921.139, 1000000.0, 0.5
26, 48785.151, 20921.139, 1000000.0, 0.5
27, 48785.138, 20921.098, 1000000.0, 0.5
28, 48790.865, 20924.391, 1000000.0, 0.5
29, 48790.865, 20924.391, 1000000.0, 0.5
30, 48791.906, 20924.804, 1000000.0, 0.5
31, 48803.471, 20929.721, 1000000.0, 0.5
32, 48821.421, 20937.193, 1000000.0, 0.5
33, 48335.268, 20725.048, 1000000.0, 0.5
34, 48349.584, 20732.050, 1000000.0, 0.5
35, 48377.719, 20755.395, 1000000.0, 0.5
36, 48407.489, 20763.869, 1000000.0, 0.5
37, 48408.157, 20763.946, 1000000.0, 0.5
38, 48482.935, 20786.768, 1000000.0, 0.5
39, 48484.684, 20787.557, 1000000.0, 0.5
40, 48484.684, 20787.557, 1000000.0, 0.5
41, 48470.943, 20781.323, 1000000.0, 0.5
42, 48488.682, 20785.677, 1000000.0, 0.5
43, 48488.679, 20785.676, 1000000.0, 0.5
44, 48493.588, 20790.760, 1000000.0, 0.5
45, 48536.094, 20806.319, 1000000.0, 0.5
46, 48540.518, 20808.858, 1000000.0, 0.5
47, 48540.518, 20808.858, 1000000.0, 0.5
48, 48815.237, 20938.159, 1000000.0, 0.5
49, 48540.857, 20809.076, 1000000.0, 0.5
50, 48542.367, 20809.347, 1000000.0, 0.5
51, 48540.267, 20807.258, 1000000.0, 0.5
52, 48540.467, 20807.258, 1000000.0, 0.5
53, 48623.790, 20846.822, 1000000.0, 0.5
54, 48577.199, 20815.789, 1000000.0, 0.5
55, 48547.866, 20810.714, 1000000.0, 0.5
56, 48637.933, 20848.889, 1000000.0, 0.5
57, 48540.371, 20807.258, 1000000.0, 0.5
58, 48545.977, 20810.281, 1000000.0, 0.5
59, 48560.489, 20825.916, 1000000.0, 0.5
60, 48541.158, 20807.260, 1000000.0, 0.5
61, 48348.174, 20723.122, 1000000.0, 0.5
62, 48348.174, 20723.122, 1000000.0, 0.5
63, 48348.222, 20723.144, 1000000.0, 0.5
64, 48339.972, 20720.518, 1000000.0, 0.5
65, 48334.160, 20717.031, 1000000.0, 0.5
66, 48334.160, 20717.031, 1000000.0, 0.5
67, 48402.702, 20748.243, 1000000.0, 0.5
68, 48334.160, 20717.031, 1000000.0, 0.5
69, 48334.200, 20717.031, 1000000.0, 0.5
70, 48065.823, 20614.260, 1000000.0, 0.5
71, 48075.984, 20620.010, 1000000.0, 0.5
72, 48065.823, 20614.260, 1000000.0, 0.5
73, 48171.108, 20666.781, 1000000.0, 0.5
74, 48211.254, 20681.713, 1000000.0, 0.5
75, 47991.070, 20581.631, 1000000.0, 0.5
76, 47975.797, 20570.576, 1000000.0, 0.5
77, 47975.839, 20570.577, 1000000.0, 0.5
78, 48295.634, 20679.904, 1000000.0, 0.5
79, 47975.797, 20570.576, 1000000.0, 0.5
80, 47975.797, 20570.576, 1000000.0, 0.5
81, 47975.035, 20570.154, 1000000.0, 0.5
82, 47964.358, 20564.403, 1000000.0, 0.5
83, 46810.184, 20071.018, 1000000.0, 0.5
84, 46812.096, 20072.135, 1000000.0, 0.5
85, 46893.106, 20094.462, 1000000.0, 0.5
86, 46814.475, 20071.096, 1000000.0, 0.5
87, 46788.187, 20059.575, 1000000.0, 0.5
88, 46797.336, 20061.900, 1000000.0, 0.5
89, 46791.538, 20060.623, 1000000.0, 0.5
90, 46851.699, 20084.806, 1000000.0, 0.5
91, 46851.478, 20095.289, 1000000.0, 0.5
92, 46838.842, 20085.771, 1000000.0, 0.5
93, 46788.187, 20059.575, 1000000.0, 0.5
94, 46788.187, 20059.575, 1000000.0, 0.5
95, 46865.791, 20100.365, 1000000.0, 0.5
96, 46788.187, 20059.575, 1000000.0, 0.5
97, 46788.187, 20059.575, 1000000.0, 0.5
98, 46813.010, 20067.290, 1000000.0, 0.5
99, 46789.584, 20059.836, 1000000.0, 0.5
100, 46788.187, 20059.575, 1000000.0, 0.5
101, 46784.430, 20058.725, 1000000.0, 0.5
102, 46784.430, 20058.725, 1000000.0, 0.5
103, 46790.028, 20062.195, 1000000.0, 0.5
104, 46892.348, 20118.044, 1000000.0, 0.5
105, 46784.430, 20058.725, 1000000.0, 0.5
106, 46784.519, 20058.725, 1000000.0, 0.5
107, 46784.430, 20058.725, 1000000.0, 0.5
108, 46784.477, 20058.725, 1000000.0, 0.5
109, 46784.430, 20058.725, 1000000.0, 0.5
110, 46770.432, 20054.131, 1000000.0, 0.5
111, 46756.020, 20049.279, 1000000.0, 0.5
112, 46789.248, 20063.449, 1000000.0, 0.5
113, 46757.318, 20050.341, 1000000.0, 0.5
114, 46756.020, 20049.279, 1000000.0, 0.5
115, 46756.020, 20049.279, 1000000.0, 0.5
116, 46756.093, 20049.304, 1000000.0, 0.5
117, 46755.206, 20049.195, 1000000.0, 0.5
118, 46755.206, 20049.195, 1000000.0, 0.5
119, 46765.961, 20052.585, 1000000.0, 0.5
120, 47044.840, 20186.001, 1000000.0, 0.5
121, 46791.417, 20068.064, 1000000.0, 0.5
122, 46913.825, 20129.899, 1000000.0, 0.5
123, 46846.096, 20087.453, 1000000.0, 0.5
124, 46755.528, 20049.460, 1000000.0, 0.5
125, 46495.681, 19923.819, 1000000.0, 0.5
126, 46497.325, 19924.290, 1000000.0, 0.5
127, 46486.957, 19916.102, 1000000.0, 0.5
128, 46486.964, 19916.102, 1000000.0, 0.5
129, 46495.018, 19918.168, 1000000.0, 0.5
130, 46521.536, 19929.595, 1000000.0, 0.5
131, 46499.844, 19921.092, 1000000.0, 0.5
132, 46455.992, 19903.433, 1000000.0, 0.5
133, 46455.992, 19903.433, 1000000.0, 0.5
134, 46456.749, 19903.669, 1000000.0, 0.5
135, 46456.117, 19903.433, 1000000.0, 0.5
136, 46441.846, 19893.898, 1000000.0, 0.5
137, 46441.814, 19893.889, 1000000.0, 0.5
138, 46441.824, 19893.890, 1000000.0, 0.5
139, 46442.931, 19894.279, 1000000.0, 0.5
140, 46435.977, 19891.302, 1000000.0, 0.5
141, 46424.519, 19885.857, 1000000.0, 0.5
142, 46679.038, 20011.468, 1000000.0, 0.5
143, 46428.229, 19887.191, 1000000.0, 0.5
144, 46424.890, 19886.020, 1000000.0, 0.5
145, 46429.535, 19888.533, 1000000.0, 0.5
146, 46339.483, 19848.647, 1000000.0, 0.5
147, 46339.483, 19848.647, 1000000.0, 0.5
148, 46348.967, 19851.930, 1000000.0, 0.5
149, 46359.399, 19861.793, 1000000.0, 0.5
150, 46440.270, 19904.919, 1000000.0, 0.5
151, 46019.290, 19712.283, 1000000.0, 0.5
152, 45778.766, 19628.732, 1000000.0, 0.5
153, 46019.048, 19726.230, 1000000.0, 0.5
154, 45778.766, 19628.732, 1000000.0, 0.5
155, 45778.766, 19628.732, 1000000.0, 0.5
156, 45784.664, 19631.587, 1000000.0, 0.5
157, 45778.766, 19628.732, 1000000.0, 0.5
158, 45800.340, 19637.918, 1000000.0, 0.5
159, 45778.766, 19628.732, 1000000.0, 0.5
160, 45774.657, 19626.635, 1000000.0, 0.5
161, 45702.071, 19596.464, 1000000.0, 0.5
162, 45702.071, 19596.464, 1000000.0, 0.5
163, 45699.887, 19595.850, 1000000.0, 0.5
164, 45942.315, 19713.791, 1000000.0, 0.5
165, 45669.810, 19584.288, 1000000.0, 0.5
166, 45669.813, 19584.289, 1000000.0, 0.5
167, 45690.282, 19592.735, 1000000.0, 0.5
168, 45515.385, 19518.039, 1000000.0, 0.5
169, 45501.953, 19512.202, 1000000.0, 0.5
170, 45432.082, 19493.151, 1000000.0, 0.5
171, 45469.370, 19510.176, 1000000.0, 0.5
172, 45432.082, 19493.151, 1000000.0, 0.5
173, 45416.580, 19488.993, 1000000.0, 0.5
174, 45502.195, 19516.122, 1000000.0, 0.5
175, 45602.110, 19562.207, 1000000.0, 0.5
176, 45490.401, 19520.129, 1000000.0, 0.5
177, 45416.580, 19488.993, 1000000.0, 0.5
178, 45416.580, 19488.993, 1000000.0, 0.5
179, 45898.205, 19698.357, 1000000.0, 0.5
180, 45824.176, 19646.165, 1000000.0, 0.5
181, 45278.793, 19424.567, 1000000.0, 0.5
182, 45498.214, 19503.096, 1000000.0, 0.5
183, 45278.867, 19424.555, 1000000.0, 0.5
184, 45279.055, 19424.567, 1000000.0, 0.5
185, 45278.793, 19424.567, 1000000.0, 0.5
186, 45056.488, 19337.951, 1000000.0, 0.5
187, 45136.952, 19370.785, 1000000.0, 0.5
188, 45056.490, 19337.951, 1000000.0, 0.5
189, 45069.060, 19344.080, 1000000.0, 0.5
190, 45167.593, 19379.946, 1000000.0, 0.5
191, 45548.455, 19552.013, 1000000.0, 0.5
192, 45042.599, 19332.727, 1000000.0, 0.5
193, 45042.663, 19332.753, 1000000.0, 0.5
194, 45032.511, 19330.421, 1000000.0, 0.5
195, 45020.521, 19328.060, 1000000.0, 0.5
196, 45021.618, 19328.288, 1000000.0, 0.5
197, 45024.031, 19328.893, 1000000.0, 0.5
198, 45159.478, 19390.023, 1000000.0, 0.5
199, 45020.506, 19328.060, 1000000.0, 0.5
